epoch,step,train_loss
0,49,0.001845508348196745
0,99,0.00252262013964355
0,149,0.002182127209380269
0,199,0.0015441555297002196
0,249,0.001947905169799924
0,299,0.005491749849170446
0,349,0.004439065232872963
0,399,0.005718183238059282
0,449,0.00484289787709713
0,499,0.0029388091061264277
0,549,0.002416378352791071
0,599,0.0015110407257452607
0,649,0.0013495394960045815
0,699,0.0015156514709815383
0,749,0.003242829814553261
0,799,0.0010018438333645463
0,849,0.0015737945213913918
0,899,0.002856072736904025
0,949,0.003051343373954296
1,999,0.0021127527579665184
1,1049,0.0035340148024260998
1,1099,0.0015354537172243
1,1149,0.002086125547066331
1,1199,0.0018434154335409403
1,1249,0.0011888399021700025
1,1299,0.0017084727296605706
1,1349,0.0031691696494817734
1,1399,0.0015533047262579203
1,1449,0.001831519533880055
1,1499,0.0012508631916716695
1,1549,0.0006920842570252717
1,1599,0.0016716505633667111
1,1649,0.003564494429156184
1,1699,0.0115232914686203
1,1749,0.0020398665219545364
1,1799,0.0016840732423588634
1,1849,0.003036201698705554
1,1899,0.004381122998893261
