epoch,step,train_loss
0,49,0.0016092105070129037
0,99,0.0024950236547738314
0,149,0.0022110864520072937
0,199,0.0023905145935714245
0,249,0.0023131505586206913
0,299,0.003452651435509324
0,349,0.0006705214036628604
0,399,0.0018188817193731666
0,449,0.0016697114333510399
0,499,0.0011963233118876815
0,549,0.0021853758953511715
0,599,0.0021000257693231106
0,649,0.0018040165305137634
0,699,0.005922537762671709
0,749,0.0014991144416853786
0,799,0.0028801634907722473
0,849,0.0015456846449524164
0,899,0.0059601133689284325
0,949,0.0013328192289918661
1,999,0.002456036861985922
1,1049,0.002622665837407112
1,1099,0.005298474803566933
1,1149,0.0012091133976355195
1,1199,0.0018250539433211088
1,1249,0.001116355531848967
1,1299,0.0013590186135843396
1,1349,0.005171048454940319
1,1399,0.011768371798098087
1,1449,0.005784462206065655
1,1499,0.0021041857544332743
1,1549,0.0023172267246991396
1,1599,0.001852895482443273
1,1649,0.001408821321092546
1,1699,0.00461537716910243
1,1749,0.007215668447315693
1,1799,0.0015023780288174748
1,1849,0.0022161814849823713
1,1899,0.001480568083934486
1,1949,0.007024617400020361
2,1999,0.0009859496494755149
2,2049,0.005336080677807331
2,2099,0.001982517074793577
2,2149,0.004036402329802513
2,2199,0.00224785297177732
2,2249,0.0031149727292358875
2,2299,0.0025540729984641075
2,2349,0.001320128794759512
2,2399,0.002532896352931857
2,2449,0.0052332524210214615
2,2499,0.0010889439145103097
2,2549,0.003944518510252237
2,2599,0.0015473054954782128
2,2649,0.008225534111261368
2,2699,0.006572965998202562
2,2749,0.0013536736369132996
2,2799,0.00221546133980155
2,2849,0.0021929412614554167
2,2899,0.002912861527875066
3,2949,0.0052946098148822784
3,2999,0.00893873069435358
3,3049,0.0017770255217328668
3,3099,0.0011513145873323083
3,3149,0.0010627290466800332
3,3199,0.001476653153076768
3,3249,0.0016521327197551727
3,3299,0.0021408090833574533
3,3349,0.0015737268840894103
3,3399,0.0043823071755468845
3,3449,0.002126393374055624
3,3499,0.005629215855151415
3,3549,0.003040207317098975
3,3599,0.0012703608954325318
3,3649,0.005543634761124849
3,3699,0.0016703599831089377
3,3749,0.002958509139716625
3,3799,0.0021816103253513575
3,3849,0.0016675891820341349
3,3899,0.0017653278773650527
4,3949,0.0030123747419565916
4,3999,0.0016777479322627187
4,4049,0.003703246358782053
4,4099,0.004290908575057983
4,4149,0.0016203445848077536
4,4199,0.0012892280938103795
4,4249,0.0034467214718461037
4,4299,0.0035366567317396402
4,4349,0.0033816371578723192
4,4399,0.00145983905531466
4,4449,0.0029293843545019627
4,4499,0.0015973718836903572
4,4549,0.005474393256008625
4,4599,0.0022118319757282734
4,4649,0.0026996328961104155
4,4699,0.005656322930008173
4,4749,0.0012160082114860415
4,4799,0.0013903607614338398
4,4849,0.0023286014329642057
4,4899,0.0017866003327071667
5,4949,0.0026633155066519976
5,4999,0.0014153613010421395
5,5049,0.002528097713366151
5,5099,0.004887782968580723
5,5149,0.002321588573977351
5,5199,0.002621238585561514
5,5249,0.006451068911701441
5,5299,0.0013774167746305466
5,5349,0.0014887923607602715
5,5399,0.00276458659209311
5,5449,0.0010905086528509855
5,5499,0.00545213557779789
5,5549,0.004647284746170044
5,5599,0.0013210305478423834
5,5649,0.0024701168294996023
5,5699,0.0022992584854364395
5,5749,0.0037465598434209824
5,5799,0.001054224674589932
5,5849,0.0020239243749529123
6,5899,0.004874325357377529
6,5949,0.0009246322442777455
6,5999,0.002906419336795807
6,6049,0.0022572269663214684
6,6099,0.0029131595510989428
6,6149,0.0023077416699379683
6,6199,0.007547847460955381
6,6249,0.00348245189525187
6,6299,0.0042435298673808575
6,6349,0.0015287896385416389
6,6399,0.0037289129104465246
6,6449,0.0010452249553054571
6,6499,0.0011112445499747992
6,6549,0.001731409691274166
6,6599,0.0019295546226203442
6,6649,0.0018953874241560698
6,6699,0.0033352833706885576
6,6749,0.00483743054792285
6,6799,0.0019466816447675228
6,6849,0.0013225360307842493
7,6899,0.002424414036795497
7,6949,0.005469182506203651
7,6999,0.0036046328023076057
7,7049,0.0014954559737816453
7,7099,0.001988154137507081
7,7149,0.001254186499863863
7,7199,0.0018859999254345894
7,7249,0.005339241120964289
7,7299,0.002365933731198311
7,7349,0.002420575823634863
7,7399,0.0027858177199959755
7,7449,0.0061631156131625175
7,7499,0.0020806908141821623
7,7549,0.01352634560316801
7,7599,0.004780148155987263
7,7649,0.0018492392264306545
7,7699,0.0076172081753611565
7,7749,0.002333251293748617
7,7799,0.0008163477759808302
7,7849,0.001038533402606845
8,7899,0.0015059580327942967
8,7949,0.0015733948675915599
8,7999,0.0027258514892309904
8,8049,0.005921616218984127
8,8099,0.0020959230605512857
8,8149,0.001567451166920364
8,8199,0.003122554160654545
8,8249,0.004050176590681076
8,8299,0.01224886067211628
8,8349,0.015454946085810661
8,8399,0.0018085755873471498
8,8449,0.0013821948086842895
8,8499,0.001548553816974163
8,8549,0.0014851645100861788
8,8599,0.0021888618357479572
8,8649,0.0013481471687555313
8,8699,0.0015650461427867413
8,8749,0.002754244953393936
8,8799,0.0025933869183063507
9,8849,0.002248619683086872
9,8899,0.001322552328929305
9,8949,0.0038546626456081867
9,8999,0.0015923990868031979
9,9049,0.0016922370996326208
9,9099,0.001343272626399994
9,9149,0.0027187776286154985
9,9199,0.002230009762570262
9,9249,0.005460607819259167
9,9299,0.0012447650078684092
9,9349,0.002457006834447384
9,9399,0.007451354060322046
9,9449,0.010440289974212646
9,9499,0.0021106675267219543
9,9549,0.004986676387488842
9,9599,0.0008078651735559106
9,9649,0.002565881237387657
9,9699,0.011704253032803535
9,9749,0.003225895343348384
9,9799,0.002338606398552656
10,9849,0.0010309693170711398
10,9899,0.005529668647795916
10,9949,0.006685071159154177
10,9999,0.019980043172836304
10,10049,0.004305443726480007
10,10099,0.0012319842353463173
10,10149,0.0018597200978547335
10,10199,0.001952068880200386
10,10249,0.007240735460072756
10,10299,0.002232156228274107
10,10349,0.0019857697188854218
10,10399,0.0010158964432775974
10,10449,0.002818770706653595
10,10499,0.0018993320409208536
10,10549,0.0028252876363694668
10,10599,0.001314817345701158
10,10649,0.0016981044318526983
10,10699,0.0063018156215548515
10,10749,0.004871155600994825
10,10799,0.0021925277542322874
11,10849,0.002636358141899109
11,10899,0.0025104181841015816
11,10949,0.0010178704978898168
11,10999,0.0026918973308056593
11,11049,0.010044114664196968
11,11099,0.0015638390323147178
11,11149,0.002032693475484848
11,11199,0.0011880698148161173
11,11249,0.0020392462611198425
11,11299,0.0019542654044926167
11,11349,0.0038458823692053556
11,11399,0.0017464518314227462
11,11449,0.0029441947117447853
11,11499,0.003805492538958788
11,11549,0.003045879304409027
11,11599,0.0014269715175032616
11,11649,0.00384019804187119
11,11699,0.001436159247532487
11,11749,0.0029874760657548904
12,11799,0.002193677704781294
12,11849,0.0016018986934795976
